#Time(s)            nTime               Cd_Inst             Cl_Inst             Cs_Inst             
1.898817            139776              0.372462            -0.071881           -0.003365           
1.902295            140032              0.368460            -0.081434           0.000967            
1.905772            140288              0.368273            -0.103695           -0.001101           
1.909250            140544              0.363859            -0.102848           -0.006564           
1.912728            140800              0.363809            -0.095875           -0.013743           
1.916205            141056              0.367622            -0.104760           -0.015110           
1.919683            141312              0.368503            -0.117695           -0.013978           
1.923161            141568              0.374100            -0.105363           -0.021148           
1.926638            141824              0.374885            -0.112719           -0.014558           
1.930116            142080              0.373826            -0.119356           -0.010067           
1.933594            142336              0.376190            -0.118887           -0.005047           
1.937071            142592              0.376604            -0.113593           0.007590            
1.940549            142848              0.374160            -0.089065           0.013486            
1.944027            143104              0.371284            -0.089947           -0.000152           
1.947504            143360              0.371844            -0.098483           0.001644            
1.950982            143616              0.369324            -0.108523           0.014779            
1.954460            143872              0.369989            -0.108985           0.004040            
1.957937            144128              0.369118            -0.104425           0.001081            
1.961415            144384              0.374786            -0.093951           0.005553            
1.964893            144640              0.372196            -0.082682           0.008679            
1.968371            144896              0.373284            -0.064406           0.018545            
1.971848            145152              0.384209            -0.068467           0.001841            
1.975326            145408              0.385941            -0.070242           0.011613            
1.978804            145664              0.380048            -0.068821           0.004486            
1.982281            145920              0.365139            -0.066382           -0.007226           
1.985759            146176              0.355945            -0.089175           -0.011522           
1.989237            146432              0.352508            -0.107116           -0.008350           
1.992714            146688              0.360260            -0.111498           -0.002382           
1.996192            146944              0.359413            -0.086182           0.004893            
1.999670            147200              0.368423            -0.081718           0.003977            
